"PassengerId","Survived"
1,0.0716377118236368
2,0.997950481454057
5,0.182082056018205
10,0.984251321115306
17,0.064432248104632
18,0.139085133936827
24,0.315523170516562
30,0.106480803902
32,0.943145623701937
34,0.0716448906344694
35,0.242001093382272
36,0.131198007117869
39,0.561194374639663
48,0.418642881730032
50,0.561194374639663
57,0.768083454685633
58,0.165630089806042
59,0.94407223208839
63,0.253199923791629
65,0.226138642487604
67,0.768083454685633
68,0.182082056018205
69,0.570442142410872
74,0.139894685991422
75,0.784804744494133
76,0.0756377118236368
78,0.182082056018205
80,0.680717711904513
81,0.0647100852439265
87,0.120821136993521
95,0.0716377118236368
97,0.208604403009559
98,0.161522790390862
101,0.607608809077538
103,0.273849578230757
104,0.0647100852439265
106,0.106480803902
107,0.555554206516357
108,0.0681630758726897
110,0.16628595323395
112,0.459828239448864
115,0.459828239448864
122,0.182082056018205
123,0.452052949581525
136,0.300212213398173
137,0.921958768699105
142,0.418642881730032
147,0.0681630758726897
148,0.187412253833935
153,0.182082056018205
155,0.0716377118236368
158,0.182082056018205
165,0.0488712623068041
167,0.997950481454057
170,0.784804744494133
179,0.139085133936827
182,0.300212213398173
183,0.0923211369935209
187,0.63701790637109
188,0.559465108505246
189,0.21429151980448
200,0.980705812479305
201,0.260705485974825
202,0.512138077827466
205,0.182082056018205
210,0.271474212686377
211,0.053671685021849
212,0.618386778411665
214,0.139085133936827
218,0.2230027226235
219,0.997394925898501
222,0.139085133936827
229,0.139085133936827
230,0.143980758428755
234,0.329230435652117
240,0.0741434804806189
246,0.568830123027091
262,0.0923211369935209
263,0.237334426715605
265,0.418642881730032
268,0.0681630758726897
272,0.0528055439694869
273,0.813057913319641
276,0.997394925898501
279,0.064432248104632
282,0.123867896151096
283,0.260705485974825
290,0.418642881730032
293,0.139085133936827
294,0.587610700967789
295,0.106480803902
296,0.226138642487604
298,0.704688282132831
299,0.640600471078689
302,0.0725727336414605
303,0.0528055439694869
307,0.987050098312295
308,0.987050098312295
320,0.997050098312295
322,0.106480803902
329,0.464987396813568
334,0.193775034228433
336,0.106480803902
353,0.165630089806042
358,0.980705812479305
369,0.418642881730032
370,0.997950481454057
371,0.475612021208354
372,0.0528055439694869
373,0.182082056018205
376,0.997050098312295
377,0.630160267122417
378,0.347554617138047
380,0.0681630758726897
390,0.960705812479305
392,0.0681630758726897
397,0.578552000389151
398,0.183147153353484
400,0.970705812479305
404,0.405915731832216
405,0.505332778889867
406,0.120279400332333
410,0.143980758428755
414,0.0493278841735121
429,0.12915732464556
435,0.475612021208354
436,0.997050098312295
439,0.347554617138047
441,0.98407223208839
443,0.0681630758726897
446,0.242001093382272
447,0.813057913319641
453,0.226138642487604
455,0.182082056018205
457,0.559465108505246
458,0.997950481454057
459,0.768083454685633
465,0.182082056018205
468,0.559465108505246
472,0.0647100852439265
492,0.0716377118236368
493,0.640600471078689
495,0.182082056018205
498,0.144831704257708
504,0.514576857360416
507,0.9248450634452
508,0.559465108505246
509,0.0742295383751883
517,0.768083454685633
520,0.106480803902
524,0.997950481454057
526,0.12915732464556
529,0.329856850691946
530,0.0607317157747366
537,0.559465108505246
538,0.987050098312295
541,0.997950481454057
543,0.127902114850112
544,0.183147153353484
545,0.382233689971532
552,0.183147153353484
556,0.559465108505246
557,0.972826037445684
562,0.106480803902
564,0.182082056018205
566,0.0745184349989265
571,0.0716448906344694
573,0.622526291766429
574,0.418642881730032
578,0.997950481454057
579,0.459828239448864
582,0.987050098312295
584,0.172944038863901
588,0.222334426715605
591,0.0631161294662934
593,0.0716377118236368
600,0.465612021208354
605,0.559465108505246
612,0.053671685021849
613,0.63701790637109
616,0.988623628371541
626,0.171799805308409
629,0.106480803902
631,0.418602301635473
632,0.053671685021849
634,0.0573409048818233
637,0.329856850691946
638,0.166479853841428
640,0.113134008587407
643,0.127902114850112
646,0.371849578230757
650,0.555554206516357
651,0.106480803902
652,0.927034916990932
657,0.106480803902
658,0.63701790637109
659,0.139085133936827
661,0.457150315013157
663,0.321558892644246
666,0.0606697312672719
667,0.139085133936827
670,0.997950481454057
675,0.0493278841735121
678,0.285356952265511
689,0.0681630758726897
690,0.986307329751879
691,0.450612021208354
692,0.622255410317212
702,0.622526291766429
703,0.459828239448864
705,0.123867896151096
708,0.622526291766429
710,0.175740795166799
712,0.559465108505246
713,0.131198007117869
716,0.0756377118236368
720,0.0681630758726897
727,0.618386778411665
729,0.183147153353484
733,0.0493278841735121
739,0.106480803902
740,0.106480803902
743,0.986307329751879
747,0.293820123699327
749,0.456612021208354
750,0.12915732464556
751,0.927034916990932
755,0.988623628371541
759,0.182082056018205
772,0.123867896151096
780,0.986307329751879
785,0.053671685021849
787,0.555554206516357
793,0.374348880239856
801,0.139085133936827
803,0.480724990337832
804,0.0647100852439265
806,0.0681630758726897
808,0.50166707975423
817,0.570442142410872
818,0.636321569850145
822,0.0647100852439265
824,0.680717711904513
825,0.0488712623068041
827,0.784804744494133
831,0.459828239448864
832,0.48991851631597
834,0.123867896151096
836,0.997050098312295
846,0.0656377118236368
849,0.405619188897764
850,0.997050098312295
851,0.0923211369935209
855,0.9248450634452
857,0.966307329751879
859,0.640540528485817
862,0.0607317157747366
864,0.374348880239856
867,0.980305812479305
868,0.121198007117869
873,0.0573409048818233
874,0.0647100852439265
875,0.960844036564058
878,0.106480803902
879,0.106480803902
882,0.106480803902
884,0.0716448906344694
886,0.127902114850112
